,Date,Open,High,Low,Close,Volume,Ema9,Ema15,EmaStatus,Call,Diff,info
141,2023-11-09 10:15:00,579.35,579.5,576.5,577.15,2153645,579.27,578.84,UP,HOLD,0.42999999999995,"[0.8700000000000045, 0.42999999999995]"
142,2023-11-09 11:15:00,577.15,578.85,576.6,578.0,2766764,579.02,578.73,UP,HOLD,0.2899999999999636,"[0.7199999999999136, 0.2899999999999636]"
143,2023-11-09 12:15:00,578.0,578.85,576.9,577.5,1635667,578.71,578.58,UP,HOLD,0.12999999999999545,"[0.42999999999995, 0.12999999999999545]"
144,2023-11-09 13:15:00,577.45,578.95,577.2,578.7,1348241,578.71,578.59,UP,HOLD,0.12000000000000455,"[0.2899999999999636, 0.12000000000000455]"
145,2023-11-09 14:15:00,578.5,579.3,577.8,578.5,1978891,578.67,578.58,UP,HOLD,0.08999999999991815,"[0.12999999999999545, 0.08999999999991815]"
146,2023-11-09 15:15:00,578.55,578.7,577.6,577.6,640491,578.45,578.46,DOWN,PE,-0.009999999999990905,"[0.12000000000000455, -0.009999999999990905]"
147,2023-11-10 09:15:00,577.75,578.9,575.65,578.45,969881,578.45,578.46,DOWN,HOLD,-0.009999999999990905,"[0.08999999999991815, -0.009999999999990905]"
148,2023-11-10 10:15:00,578.55,579.25,577.65,577.95,429450,578.35,578.39,DOWN,HOLD,-0.03999999999996362,"[-0.009999999999990905, -0.03999999999996362]"
149,2023-11-10 11:15:00,577.95,579.5,577.5,578.5,996599,578.38,578.41,DOWN,HOLD,-0.029999999999972715,"[-0.009999999999990905, -0.029999999999972715]"
150,2023-11-10 12:15:00,578.5,580.5,577.65,579.1,1227614,578.53,578.49,UP,CE,0.03999999999996362,"[-0.03999999999996362, 0.03999999999996362]"
151,2023-11-10 13:15:00,579.1,579.95,578.5,579.35,1130283,578.69,578.6,UP,HOLD,0.09000000000003183,"[-0.029999999999972715, 0.09000000000003183]"
152,2023-11-10 14:15:00,579.25,579.8,578.05,579.3,1440638,578.81,578.69,UP,HOLD,0.11999999999989086,"[0.03999999999996362, 0.11999999999989086]"
153,2023-11-10 15:15:00,579.3,580.9,579.0,580.25,575095,579.1,578.88,UP,HOLD,0.22000000000002728,"[0.09000000000003183, 0.22000000000002728]"
154,2023-11-12 18:15:00,584.6,584.6,580.3,580.8,1944795,579.44,579.12,UP,HOLD,0.32000000000005,"[0.11999999999989086, 0.32000000000005]"
155,2023-11-13 09:15:00,581.0,581.0,577.0,577.05,1390013,578.96,578.86,UP,HOLD,0.10000000000002274,"[0.22000000000002728, 0.10000000000002274]"
156,2023-11-13 10:15:00,577.15,577.5,575.2,577.0,2615282,578.57,578.63,DOWN,PE,-0.05999999999994543,"[0.32000000000005, -0.05999999999994543]"
157,2023-11-13 11:15:00,577.0,579.6,576.65,579.3,1532747,578.72,578.71,UP,HOLD,0.009999999999990905,"[0.10000000000002274, 0.009999999999990905]"
158,2023-11-13 12:15:00,579.3,579.55,578.1,578.75,1537482,578.72,578.72,RANGE,HOLD,0.0,"[-0.05999999999994543, 0.0]"
159,2023-11-13 13:15:00,578.85,579.4,578.25,579.25,1206096,578.83,578.79,UP,HOLD,0.04000000000007731,"[0.009999999999990905, 0.04000000000007731]"
160,2023-11-13 14:15:00,579.2,582.5,578.5,581.3,2233993,579.32,579.1,UP,CE,0.22000000000002728,"[0.0, 0.22000000000002728]"
161,2023-11-13 15:15:00,581.25,582.1,580.9,581.75,763273,579.81,579.43,UP,HOLD,0.37999999999999545,"[0.04000000000007731, 0.37999999999999545]"
162,2023-11-15 09:15:00,587.25,588.0,583.3,583.6,2745893,580.57,579.95,UP,HOLD,0.6200000000000045,"[0.22000000000002728, 0.6200000000000045]"
163,2023-11-15 10:15:00,583.6,585.1,582.65,584.35,1308019,581.32,580.5,UP,HOLD,0.82000000000005,"[0.37999999999999545, 0.82000000000005]"
164,2023-11-15 11:15:00,584.35,585.5,584.1,585.15,1368995,582.09,581.08,UP,HOLD,1.009999999999991,"[0.6200000000000045, 1.009999999999991]"
165,2023-11-15 12:15:00,585.1,586.0,584.35,585.6,1353622,582.79,581.65,UP,HOLD,1.1399999999999864,"[0.82000000000005, 1.1399999999999864]"
166,2023-11-15 13:15:00,585.65,585.75,584.55,585.5,1400227,583.33,582.13,UP,HOLD,1.2000000000000455,"[1.009999999999991, 1.2000000000000455]"
167,2023-11-15 14:15:00,585.5,585.75,584.0,584.9,2397014,583.65,582.48,UP,HOLD,1.169999999999959,"[1.1399999999999864, 1.169999999999959]"
168,2023-11-15 15:15:00,584.9,585.5,583.95,584.0,821801,583.72,582.67,UP,HOLD,1.0500000000000682,"[1.2000000000000455, 1.0500000000000682]"
169,2023-11-16 09:15:00,584.7,586.9,582.95,584.3,1661599,583.83,582.87,UP,HOLD,0.9600000000000364,"[1.169999999999959, 0.9600000000000364]"
170,2023-11-16 10:15:00,584.5,586.8,584.3,586.75,833101,584.42,583.36,UP,HOLD,1.0599999999999454,"[1.0500000000000682, 1.0599999999999454]"
171,2023-11-16 11:15:00,586.8,586.9,585.0,585.7,583043,584.67,583.65,UP,HOLD,1.0199999999999818,"[0.9600000000000364, 1.0199999999999818]"
172,2023-11-16 12:15:00,585.7,586.55,585.0,585.95,610094,584.93,583.94,UP,HOLD,0.9899999999998954,"[1.0599999999999454, 0.9899999999998954]"
173,2023-11-16 13:15:00,586.0,587.0,585.0,587.0,910389,585.34,584.32,UP,HOLD,1.0199999999999818,"[1.0199999999999818, 1.0199999999999818]"
174,2023-11-16 14:15:00,587.0,588.0,583.4,584.0,2747925,585.07,584.28,UP,HOLD,0.7900000000000773,"[0.9899999999998954, 0.7900000000000773]"
175,2023-11-16 15:15:00,583.95,585.4,583.55,584.1,1274253,584.88,584.26,UP,HOLD,0.6200000000000045,"[1.0199999999999818, 0.6200000000000045]"
176,2023-11-17 09:15:00,574.5,574.5,565.3,566.85,10707736,581.27,582.08,DOWN,PE,-0.8100000000000591,"[0.7900000000000773, -0.8100000000000591]"
177,2023-11-17 10:15:00,566.55,568.45,564.75,566.5,5008696,578.32,580.13,DOWN,HOLD,-1.8099999999999454,"[0.6200000000000045, -1.8099999999999454]"
178,2023-11-17 11:15:00,566.5,568.75,566.0,566.05,3966397,575.87,578.37,DOWN,HOLD,-2.5,"[-0.8100000000000591, -2.5]"
179,2023-11-17 12:15:00,566.0,566.15,564.5,564.7,4517995,573.63,576.66,DOWN,HOLD,-3.0299999999999727,"[-1.8099999999999454, -3.0299999999999727]"
180,2023-11-17 13:15:00,564.55,564.75,563.1,564.3,4171362,571.77,575.12,DOWN,HOLD,-3.3500000000000227,"[-2.5, -3.3500000000000227]"
181,2023-11-17 14:15:00,564.3,564.6,563.0,563.4,5508117,570.09,573.65,DOWN,HOLD,-3.5599999999999454,"[-3.0299999999999727, -3.5599999999999454]"
182,2023-11-17 15:15:00,563.25,563.75,562.15,562.9,3253042,568.65,572.31,DOWN,HOLD,-3.659999999999968,"[-3.3500000000000227, -3.659999999999968]"
183,2023-11-20 09:15:00,564.0,566.4,560.6,564.5,2671688,567.82,571.33,DOWN,HOLD,-3.509999999999991,"[-3.5599999999999454, -3.509999999999991]"
184,2023-11-20 10:15:00,564.5,566.8,563.6,563.65,1968433,566.99,570.37,DOWN,HOLD,-3.3799999999999955,"[-3.659999999999968, -3.3799999999999955]"
185,2023-11-20 11:15:00,563.7,564.6,563.2,563.8,1270841,566.35,569.55,DOWN,HOLD,-3.199999999999932,"[-3.509999999999991, -3.199999999999932]"
186,2023-11-20 12:15:00,564.0,566.3,563.6,565.55,1778147,566.19,569.05,DOWN,HOLD,-2.8599999999999,"[-3.3799999999999955, -2.8599999999999]"
187,2023-11-20 13:15:00,565.55,566.4,564.5,564.65,1757079,565.88,568.5,DOWN,HOLD,-2.6200000000000045,"[-3.199999999999932, -2.6200000000000045]"
188,2023-11-20 14:15:00,564.7,565.35,563.65,563.75,2390955,565.46,567.91,DOWN,HOLD,-2.449999999999932,"[-2.8599999999999, -2.449999999999932]"
189,2023-11-20 15:15:00,563.8,564.05,563.25,563.5,863574,565.06,567.36,DOWN,HOLD,-2.300000000000068,"[-2.6200000000000045, -2.300000000000068]"
190,2023-11-21 09:15:00,566.0,566.65,564.85,564.9,1673745,565.03,567.05,DOWN,HOLD,-2.019999999999982,"[-2.449999999999932, -2.019999999999982]"
191,2023-11-21 10:15:00,565.0,566.0,563.15,563.75,1500973,564.78,566.64,DOWN,HOLD,-1.8600000000000136,"[-2.300000000000068, -1.8600000000000136]"
192,2023-11-21 11:15:00,563.75,565.45,563.6,564.85,1351338,564.79,566.41,DOWN,HOLD,-1.6200000000000045,"[-2.019999999999982, -1.6200000000000045]"
193,2023-11-21 12:15:00,564.9,565.2,562.0,562.5,2338476,564.33,565.92,DOWN,HOLD,-1.5899999999999181,"[-1.8600000000000136, -1.5899999999999181]"
194,2023-11-21 13:15:00,562.7,563.25,562.1,562.2,1614706,563.91,565.46,DOWN,HOLD,-1.5500000000000682,"[-1.6200000000000045, -1.5500000000000682]"
195,2023-11-21 14:15:00,562.35,563.1,561.1,561.55,3934621,563.43,564.97,DOWN,HOLD,-1.5400000000000773,"[-1.5899999999999181, -1.5400000000000773]"
196,2023-11-21 15:15:00,561.5,561.7,561.0,561.4,1857762,563.03,564.52,DOWN,HOLD,-1.490000000000009,"[-1.5500000000000682, -1.490000000000009]"
197,2023-11-22 09:15:00,562.95,564.5,561.55,563.35,2516221,563.09,564.38,DOWN,HOLD,-1.2899999999999636,"[-1.5400000000000773, -1.2899999999999636]"
198,2023-11-22 10:15:00,563.3,563.4,561.25,562.1,1159616,562.89,564.09,DOWN,HOLD,-1.2000000000000455,"[-1.490000000000009, -1.2000000000000455]"
199,2023-11-22 11:15:00,562.15,562.5,559.85,559.85,1528669,562.29,563.56,DOWN,HOLD,-1.2699999999999818,"[-1.2899999999999636, -1.2699999999999818]"
200,2023-11-22 12:15:00,559.85,560.25,556.0,556.95,2423189,561.22,562.74,DOWN,HOLD,-1.5199999999999818,"[-1.2000000000000455, -1.5199999999999818]"
201,2023-11-22 13:15:00,556.95,557.45,555.5,555.55,2209125,560.08,561.84,DOWN,HOLD,-1.759999999999991,"[-1.2699999999999818, -1.759999999999991]"
202,2023-11-22 14:15:00,555.55,559.1,555.2,558.95,3892867,559.86,561.48,DOWN,HOLD,-1.6200000000000045,"[-1.5199999999999818, -1.6200000000000045]"
203,2023-11-22 15:15:00,558.9,559.9,558.6,559.5,1163241,559.79,561.23,DOWN,HOLD,-1.4400000000000546,"[-1.759999999999991, -1.4400000000000546]"
204,2023-11-23 09:15:00,561.75,563.5,559.45,563.05,1588276,560.44,561.46,DOWN,HOLD,-1.0199999999999818,"[-1.6200000000000045, -1.0199999999999818]"
205,2023-11-23 10:15:00,563.1,563.25,560.7,561.15,836506,560.58,561.42,DOWN,HOLD,-0.8399999999999181,"[-1.4400000000000546, -0.8399999999999181]"
206,2023-11-23 11:15:00,561.1,561.65,560.15,560.45,548927,560.55,561.3,DOWN,HOLD,-0.75,"[-1.0199999999999818, -0.75]"
207,2023-11-23 12:15:00,560.3,561.1,560.0,560.2,773472,560.48,561.16,DOWN,HOLD,-0.67999999999995,"[-0.8399999999999181, -0.67999999999995]"
208,2023-11-23 13:15:00,560.1,561.25,559.5,559.6,907166,560.31,560.97,DOWN,HOLD,-0.6600000000000819,"[-0.75, -0.6600000000000819]"
209,2023-11-23 14:15:00,559.55,560.35,558.3,560.1,1286949,560.27,560.86,DOWN,HOLD,-0.5900000000000318,"[-0.67999999999995, -0.5900000000000318]"
210,2023-11-23 15:15:00,560.0,560.55,559.75,560.5,430404,560.31,560.81,DOWN,HOLD,-0.5,"[-0.6600000000000819, -0.5]"
211,2023-11-24 09:15:00,561.95,562.2,559.5,560.65,1647957,560.38,560.79,DOWN,HOLD,-0.40999999999996817,"[-0.5900000000000318, -0.40999999999996817]"
212,2023-11-24 10:15:00,560.65,562.45,560.2,561.5,726385,560.6,560.88,DOWN,HOLD,-0.2799999999999727,"[-0.5, -0.2799999999999727]"
213,2023-11-24 11:15:00,561.45,562.25,561.25,562.0,516823,560.88,561.02,DOWN,HOLD,-0.13999999999998636,"[-0.40999999999996817, -0.13999999999998636]"
214,2023-11-24 12:15:00,562.0,562.0,559.25,559.55,715297,560.62,560.84,DOWN,HOLD,-0.22000000000002728,"[-0.2799999999999727, -0.22000000000002728]"
215,2023-11-24 13:15:00,559.6,560.4,559.35,560.0,786783,560.49,560.73,DOWN,HOLD,-0.2400000000000091,"[-0.13999999999998636, -0.2400000000000091]"
216,2023-11-24 14:15:00,560.0,560.8,559.55,560.5,1362355,560.49,560.7,DOWN,HOLD,-0.21000000000003638,"[-0.22000000000002728, -0.21000000000003638]"
217,2023-11-24 15:15:00,560.5,560.8,560.0,560.7,769064,560.54,560.7,DOWN,HOLD,-0.16000000000008185,"[-0.2400000000000091, -0.16000000000008185]"
218,2023-11-28 09:15:00,563.6,563.6,561.1,562.15,1304708,560.86,560.88,DOWN,HOLD,-0.01999999999998181,"[-0.21000000000003638, -0.01999999999998181]"
219,2023-11-28 10:15:00,561.95,562.8,561.7,562.4,598251,561.17,561.07,UP,CE,0.09999999999990905,"[-0.16000000000008185, 0.09999999999990905]"
220,2023-11-28 11:15:00,562.4,563.25,562.0,562.7,849515,561.47,561.28,UP,HOLD,0.19000000000005457,"[-0.01999999999998181, 0.19000000000005457]"
221,2023-11-28 12:15:00,562.7,565.2,562.55,563.65,1772624,561.91,561.57,UP,HOLD,0.33999999999991815,"[0.09999999999990905, 0.33999999999991815]"
222,2023-11-28 13:15:00,563.65,563.95,562.6,563.45,1141872,562.22,561.81,UP,HOLD,0.41000000000008185,"[0.19000000000005457, 0.41000000000008185]"
223,2023-11-28 14:15:00,563.35,564.8,563.15,564.6,1673647,562.69,562.16,UP,HOLD,0.5300000000000864,"[0.33999999999991815, 0.5300000000000864]"
224,2023-11-28 15:15:00,564.6,564.9,564.25,564.7,807301,563.09,562.47,UP,HOLD,0.6200000000000045,"[0.41000000000008185, 0.6200000000000045]"
225,2023-11-29 09:15:00,568.0,568.0,565.1,567.1,1942343,563.9,563.05,UP,HOLD,0.8500000000000227,"[0.5300000000000864, 0.8500000000000227]"
226,2023-11-29 10:15:00,567.1,567.95,566.2,566.4,1555975,564.4,563.47,UP,HOLD,0.92999999999995,"[0.6200000000000045, 0.92999999999995]"
227,2023-11-29 11:15:00,566.2,568.25,566.1,567.7,1863945,565.06,564.0,UP,HOLD,1.0599999999999454,"[0.8500000000000227, 1.0599999999999454]"
228,2023-11-29 12:15:00,567.75,568.2,567.15,568.0,1643782,565.65,564.5,UP,HOLD,1.1499999999999773,"[0.92999999999995, 1.1499999999999773]"
229,2023-11-29 13:15:00,568.15,568.3,567.3,567.7,1274902,566.06,564.9,UP,HOLD,1.1599999999999682,"[1.0599999999999454, 1.1599999999999682]"
230,2023-11-29 14:15:00,567.8,568.95,567.4,568.9,1264781,566.63,565.4,UP,HOLD,1.2300000000000182,"[1.1499999999999773, 1.2300000000000182]"
231,2023-11-29 15:15:00,568.9,569.0,568.3,568.35,747819,566.97,565.77,UP,HOLD,1.2000000000000455,"[1.1599999999999682, 1.2000000000000455]"
232,2023-11-30 09:15:00,569.75,570.1,566.0,567.1,3820509,567.0,565.94,UP,HOLD,1.0599999999999454,"[1.2300000000000182, 1.0599999999999454]"
233,2023-11-30 10:15:00,566.95,568.55,566.1,568.1,1815089,567.22,566.21,UP,HOLD,1.009999999999991,"[1.2000000000000455, 1.009999999999991]"
234,2023-11-30 11:15:00,568.1,568.8,566.55,566.95,1333348,567.16,566.3,UP,HOLD,0.8600000000000136,"[1.0599999999999454, 0.8600000000000136]"
235,2023-11-30 12:15:00,566.95,567.0,565.0,565.25,2696635,566.78,566.17,UP,HOLD,0.6100000000000136,"[1.009999999999991, 0.6100000000000136]"
236,2023-11-30 13:15:00,565.45,567.0,564.95,565.25,2647277,566.47,566.05,UP,HOLD,0.42000000000007276,"[0.8600000000000136, 0.42000000000007276]"
237,2023-11-30 14:15:00,565.2,566.2,563.65,564.05,4562896,565.99,565.8,UP,HOLD,0.19000000000005457,"[0.6100000000000136, 0.19000000000005457]"
238,2023-11-30 15:15:00,564.0,566.0,563.8,565.15,2858402,565.82,565.72,UP,HOLD,0.10000000000002274,"[0.42000000000007276, 0.10000000000002274]"
239,2023-12-01 09:15:00,567.0,574.1,566.55,573.3,4336035,567.32,566.67,UP,HOLD,0.650000000000091,"[0.19000000000005457, 0.650000000000091]"
240,2023-12-01 10:15:00,573.1,574.2,572.2,572.5,1462703,568.35,567.4,UP,HOLD,0.9500000000000455,"[0.10000000000002274, 0.9500000000000455]"
241,2023-12-01 11:15:00,572.55,573.0,571.6,571.85,943616,569.05,567.95,UP,HOLD,1.099999999999909,"[0.650000000000091, 1.099999999999909]"
242,2023-12-01 12:15:00,571.6,572.75,571.25,572.35,759244,569.71,568.5,UP,HOLD,1.2100000000000364,"[0.9500000000000455, 1.2100000000000364]"
243,2023-12-01 13:15:00,572.35,573.6,571.75,572.45,962769,570.26,569.0,UP,HOLD,1.259999999999991,"[1.099999999999909, 1.259999999999991]"
244,2023-12-01 14:15:00,572.45,573.5,571.35,571.7,1345040,570.55,569.33,UP,HOLD,1.2199999999999136,"[1.2100000000000364, 1.2199999999999136]"
245,2023-12-01 15:15:00,571.7,572.1,571.15,571.85,798032,570.81,569.65,UP,HOLD,1.1599999999999682,"[1.259999999999991, 1.1599999999999682]"
246,2023-12-04 09:15:00,588.0,591.45,584.65,588.75,9495468,574.4,572.04,UP,HOLD,2.3600000000000136,"[1.2199999999999136, 2.3600000000000136]"
247,2023-12-04 10:15:00,588.95,591.0,588.0,590.15,3907801,577.55,574.3,UP,HOLD,3.25,"[1.1599999999999682, 3.25]"
248,2023-12-04 11:15:00,590.15,590.7,589.05,589.5,1868046,579.94,576.2,UP,HOLD,3.740000000000009,"[2.3600000000000136, 3.740000000000009]"
249,2023-12-04 12:15:00,589.5,592.4,589.5,591.5,2846543,582.25,578.11,UP,HOLD,4.139999999999986,"[3.25, 4.139999999999986]"
250,2023-12-04 13:15:00,591.5,591.95,589.8,591.75,1617342,584.15,579.82,UP,HOLD,4.329999999999927,"[3.740000000000009, 4.329999999999927]"
251,2023-12-04 14:15:00,591.7,595.0,591.1,594.05,4340681,586.13,581.6,UP,HOLD,4.529999999999973,"[4.139999999999986, 4.529999999999973]"
252,2023-12-04 15:15:00,594.15,596.0,594.0,595.8,1986282,588.06,583.37,UP,HOLD,4.689999999999941,"[4.329999999999927, 4.689999999999941]"
253,2023-12-05 09:15:00,595.05,610.2,595.05,608.4,12459441,592.13,586.5,UP,HOLD,5.6299999999999955,"[4.529999999999973, 5.6299999999999955]"
254,2023-12-05 10:15:00,608.5,611.3,607.6,608.75,6177540,595.46,589.28,UP,HOLD,6.180000000000064,"[4.689999999999941, 6.180000000000064]"
255,2023-12-05 11:15:00,608.9,608.9,601.55,607.45,5397609,597.85,591.55,UP,HOLD,6.300000000000068,"[5.6299999999999955, 6.300000000000068]"
256,2023-12-05 12:15:00,607.35,607.55,604.5,606.95,1894219,599.67,593.48,UP,HOLD,6.189999999999941,"[6.180000000000064, 6.189999999999941]"
257,2023-12-05 13:15:00,606.95,609.45,606.55,607.85,3641453,601.31,595.27,UP,HOLD,6.039999999999964,"[6.300000000000068, 6.039999999999964]"
258,2023-12-05 14:15:00,607.95,610.4,607.6,608.35,5406939,602.72,596.91,UP,HOLD,5.810000000000059,"[6.189999999999941, 5.810000000000059]"
259,2023-12-05 15:15:00,608.35,609.25,607.15,607.85,1440807,603.74,598.28,UP,HOLD,5.460000000000036,"[6.039999999999964, 5.460000000000036]"
260,2023-12-06 09:15:00,614.0,614.0,609.0,612.0,8994995,605.39,599.99,UP,HOLD,5.399999999999977,"[5.810000000000059, 5.399999999999977]"
261,2023-12-06 10:15:00,611.85,613.45,610.0,610.55,2348600,606.43,601.31,UP,HOLD,5.1200000000000045,"[5.460000000000036, 5.1200000000000045]"
262,2023-12-06 11:15:00,610.55,610.85,609.0,609.85,1477473,607.11,602.38,UP,HOLD,4.730000000000018,"[5.399999999999977, 4.730000000000018]"
263,2023-12-06 12:15:00,609.85,609.85,606.05,606.2,2061252,606.93,602.86,UP,HOLD,4.069999999999936,"[5.1200000000000045, 4.069999999999936]"
264,2023-12-06 13:15:00,606.15,609.7,604.65,608.55,2253606,607.25,603.57,UP,HOLD,3.67999999999995,"[4.730000000000018, 3.67999999999995]"
265,2023-12-06 14:15:00,608.5,610.5,607.45,608.8,3180978,607.56,604.22,UP,HOLD,3.339999999999918,"[4.069999999999936, 3.339999999999918]"
266,2023-12-06 15:15:00,608.75,608.95,607.05,607.7,1110287,607.59,604.66,UP,HOLD,2.9300000000000637,"[3.67999999999995, 2.9300000000000637]"
267,2023-12-07 09:15:00,610.0,610.0,605.0,605.9,2306374,607.25,604.81,UP,HOLD,2.4400000000000546,"[3.339999999999918, 2.4400000000000546]"
268,2023-12-07 10:15:00,606.0,612.4,605.6,611.3,2043414,608.06,605.62,UP,HOLD,2.439999999999941,"[2.9300000000000637, 2.439999999999941]"
269,2023-12-07 11:15:00,611.4,611.7,609.4,610.75,914911,608.6,606.26,UP,HOLD,2.340000000000032,"[2.4400000000000546, 2.340000000000032]"
270,2023-12-07 12:15:00,610.75,610.9,608.5,609.9,977981,608.86,606.72,UP,HOLD,2.1399999999999864,"[2.439999999999941, 2.1399999999999864]"
271,2023-12-07 13:15:00,609.8,612.3,609.55,610.65,1295876,609.22,607.21,UP,HOLD,2.009999999999991,"[2.340000000000032, 2.009999999999991]"
272,2023-12-07 14:15:00,610.65,612.4,610.6,611.95,2124260,609.76,607.8,UP,HOLD,1.9600000000000364,"[2.1399999999999864, 1.9600000000000364]"
273,2023-12-07 15:15:00,611.95,612.5,610.85,611.5,1056354,610.11,608.26,UP,HOLD,1.8500000000000227,"[2.009999999999991, 1.8500000000000227]"
274,2023-12-08 09:15:00,610.0,612.0,607.0,609.75,3438550,610.04,608.45,UP,HOLD,1.5899999999999181,"[1.9600000000000364, 1.5899999999999181]"
275,2023-12-08 10:15:00,609.9,616.8,608.5,611.45,3814163,610.32,608.83,UP,HOLD,1.490000000000009,"[1.8500000000000227, 1.490000000000009]"
276,2023-12-08 11:15:00,611.45,612.6,609.5,609.8,1148870,610.22,608.95,UP,HOLD,1.2699999999999818,"[1.5899999999999181, 1.2699999999999818]"
277,2023-12-08 12:15:00,609.8,610.0,605.95,607.9,2361319,609.75,608.82,UP,HOLD,0.92999999999995,"[1.490000000000009, 0.92999999999995]"
278,2023-12-08 13:15:00,607.9,609.95,605.35,609.05,1932298,609.61,608.85,UP,HOLD,0.7599999999999909,"[1.2699999999999818, 0.7599999999999909]"
279,2023-12-08 14:15:00,609.0,614.5,608.1,613.85,3504833,610.46,609.47,UP,HOLD,0.9900000000000091,"[0.92999999999995, 0.9900000000000091]"
280,2023-12-08 15:15:00,613.95,615.0,613.8,614.5,1515083,611.27,610.1,UP,HOLD,1.169999999999959,"[0.7599999999999909, 1.169999999999959]"
